영화코드,영화제목,장르,상영시간,등급,개봉일,리뷰1,리뷰2,리뷰3,리뷰4,리뷰5,감성점수,전체리뷰,정제단어문장,최종키워드
24014300,악은 존재하지 않는다,드라마,105 분,12세이상관람가,2024.03.27,난해하다 그래서 집중했고 결론을 찾지못한 내가 놓친 그것은 무엇인가 고심했다,나의 생각도 잠시 접어두고 보는걸로,"자연과 인간의 대비를 통해 점차 선명해지는 악의 평범성, 하마구치 류스케식 '모노노케 히메'의 현실적 변주",이것은 역대 최고의 영화입니다.,2024/4/6 관람,57.392,"난해하다 그래서 집중했고 결론을 찾지못한 내가 놓친 그것은 무엇인가 고심했다 나의 생각도 잠시 접어두고 보는걸로 자연과 인간의 대비를 통해 점차 선명해지는 악의 평범성, 하마구치 류스케식 '모노노케 히메'의 현실적 변주 이것은 역대 최고의 영화입니다. 2024/4/6 관람",선명하다 악의 자연 인간 는걸 자연 최고 영화 이다 생각 악의 평범 영화 이다 인간 점차 선명하다 영화 이다,"악의, 선명하다, 자연, 인간, 이다"
24014500,몬스터 프렌즈,애니메이션,75 분,전체관람가,2024.04.25,"스토리도 좋고, 정신없는 영화보다 이건 어린이날 같이보기 좋은 영화에요!",생각보다 내용이 별로였음,귀여운 캐릭터들. 무서운 악역이 없어서 안무서워해요^^,ㄱ려ㅑㅍㄹㅎ셔ㅐㅕ8ㅔ쇼988ㅎ햐ㅐ,네아주재미있고스릴있고기대이상이고의미도있고스토리도좋냈요.,39.16,"스토리도 좋고, 정신없는 영화보다 이건 어린이날 같이보기 좋은 영화에요! 생각보다 내용이 별로였음 귀여운 캐릭터들. 무서운 악역이 없어서 안무서워해요^^ ㄱ려ㅑㅍㄹㅎ셔ㅐㅕ8ㅔ쇼988ㅎ햐ㅐ 네아주재미있고스릴있고기대이상이고의미도있고스토리도좋냈요.",캐릭터 무섭다 생각 내용 영화 이건 영화 생각 무섭다 악역 귀엽다 캐릭터 무섭다 내용 별로 이다 캐릭터 없다 무섭다,"무섭다, 캐릭터, 내용, 생각, 악역"
24014600,기동전사 건담 SEED FREEDOM,애니메이션,125 분,12세이상관람가,2024.04.03,로본액션좋았는데 스토리가 너무올드,쉰내남 마지막으로 갈수록 기가 찬다,후쿠닭 진짜 지 꼴리는대로 다했네ㅋ 뽕맛 가득한...,고화질로 보는 SEED 정말 좋았어요!,"킬링타임용으로 나쁘지 않음. 건담 시드 스토리를
 모르는 사람이라먼 다소 난해하게 느껴질 수 있음",49.412,"로본액션좋았는데 스토리가 너무올드 쉰내남 마지막으로 갈수록 기가 찬다 후쿠닭 진짜 지 꼴리는대로 다했네ㅋ 뽕맛 가득한... 고화질로 보는 SEED 정말 좋았어요! 킬링타임용으로 나쁘지 않음. 건담 시드 스토리를
 모르는 사람이라먼 다소 난해하게 느껴질 수 있음",정말 마지막 갈수록 보다 스토리 모르다 사람 멀다 가득하다 고화질 마지막 사람 멀다 다소 마지막 정말,"마지막, 멀다, 사람, 정말, 고화질"
24014700,[오페라] 나부코 @ The Met,공연,161 분,전체관람가,2024.03.18,줄곧 대칭의 권위적에서  회전무대로 전환하며 울려퍼지는 3막 히브리 노예들의 합창(Va Pensiero) ~ 압권이다 !,"영상은 좋은데 합창 부분에서 음향이 좀 부족하네요..
실제로 들으면 아마 엄청 나리라 상상해봅니다
그래도 가까운 영화관에서 볼수 있어서 너무너무 행복합니다",성악가들의 노래는 언제 들어도 놀랍다,블라인드 테스팅으로 뽑았나싶을정도 로 MET 오페라에서도 최고다싶을정도의 엄청난 성량과 음역대를 오가는 완벽한 솜씨의 나부코와 아비가엘이 감상포인트. 다만 연기력이 0에 가까움,"웅장한 세트. 합창 곡 진수. 그런데, 연기가 되는 분을 캐스팅 하면 좋을 듯",61.772000000000006,"줄곧 대칭의 권위적에서  회전무대로 전환하며 울려퍼지는 3막 히브리 노예들의 합창(Va Pensiero) ~ 압권이다 ! 영상은 좋은데 합창 부분에서 음향이 좀 부족하네요..
실제로 들으면 아마 엄청 나리라 상상해봅니다
그래도 가까운 영화관에서 볼수 있어서 너무너무 행복합니다 성악가들의 노래는 언제 들어도 놀랍다 블라인드 테스팅으로 뽑았나싶을정도 로 MET 오페라에서도 최고다싶을정도의 엄청난 성량과 음역대를 오가는 완벽한 솜씨의 나부코와 아비가엘이 감상포인트. 다만 연기력이 0에 가까움 웅장한 세트. 합창 곡 진수. 그런데, 연기가 되는 분을 캐스팅 하면 좋을 듯",영화관 보다 행복하다 성악가 가깝다 영화관 전환 하다 울리다 영화관 줄곧 대칭 대칭 성악가 오가다 완벽하다 대칭 권위,"대칭, 영화관, 성악가, 줄곧, 전환"
24014800,어게인 1997,"드라마, 판타지",103 분,15세이상관람가,2024.04.10,그냥저냥 보기 좋은 영화,재미있게 잘 봤습니다.,재미로 볼 수 있는 액션 영화이네요,"그남볼만했어요.
영화가힐링이되던가!
감동을주던가!
요즘영화는그냥시간때우기!
언제쯩?",저도 그때로 돌아가고 싶다면 무엇을 하고 싶을지 영화를 보며 상상해봤어요.,56.652,"그냥저냥 보기 좋은 영화 재미있게 잘 봤습니다. 재미로 볼 수 있는 액션 영화이네요 그남볼만했어요.
영화가힐링이되던가!
감동을주던가!
요즘영화는그냥시간때우기!
언제쯩? 저도 그때로 돌아가고 싶다면 무엇을 하고 싶을지 영화를 보며 상상해봤어요.",감동 주다 요즘 영화 시간 때우다 영화 힐링 되다 감동 주다 감동 주다 돌아가다 싶다 그때 돌아가다 좋다 영화 돌아가다 영화 재미있다 싶다 영화 화이 남볼 하다,"돌아가다, 주다, 감동, 싶다, 영화"
24014900,바람의 세월,다큐멘터리,104 분,12세이상관람가,2024.04.03,눈물이 납니다. 꼭 보셨으면 좋겠어요,재밌게 잘 봤습니당~~^^,영화 재미있네요. 좋아요,세월호의 아픔을 몸소 와닿게 해준 영화.,바람의 세월에 노란색 물길되어,53.78,눈물이 납니다. 꼭 보셨으면 좋겠어요 재밌게 잘 봤습니당~~^^ 영화 재미있네요. 좋아요 세월호의 아픔을 몸소 와닿게 해준 영화. 바람의 세월에 노란색 물길되어,눈물 나다 해주다 영화 보다 니당다 영화 영화 바람 영화 재미있다 세월 노란색 눈물 노란색 물길 되어다 바람 세월 영화,"노란색, 세월, 바람, 눈물, 영화"
24015000,레미제라블,드라마,158 분,12세이상관람가,2024.03.13,모든 대사가 뮤지컬,배우들의 세시간 차력쇼,그냥저냥 보기 좋은 영화,12년이나 지났음에도 여전히 뜨거운 그들의 외침.,명배우님들과 웅장한 음악의 조화는 멋있고 최고였어요.,55.988,모든 대사가 뮤지컬 배우들의 세시간 차력쇼 그냥저냥 보기 좋은 영화 12년이나 지났음에도 여전히 뜨거운 그들의 외침. 명배우님들과 웅장한 음악의 조화는 멋있고 최고였어요.,영화 외침 배우 들다 배우 들다 음악 조화 지나다 배우 들다 웅장 배우 시간 뮤지컬 배우 웅장 음악,"배우, 들다, 웅장, 음악, 외침"
24016100,1980,드라마,98 분,12세이상관람가,2024.05.15,광주라는 이유만으로..,재미있어요. 좋아요.,개봉 후 남자주인공 스포안한 관람객들이 더 대단함,"5.18 민주화운동에 대한 의미 부족, 극 역할 및 스토리 부족 그리고 반복적인 세트 여러모로 급조해서 만든 영화..
심히 궁금하다 과연 이 영화의 제작비는 얼마였을지..",좋은 배우들과 좋은소재를 별 의미없이 만들어버렸다,25.422,"광주라는 이유만으로.. 재미있어요. 좋아요. 개봉 후 남자주인공 스포안한 관람객들이 더 대단함 5.18 민주화운동에 대한 의미 부족, 극 역할 및 스토리 부족 그리고 반복적인 세트 여러모로 급조해서 만든 영화..
심히 궁금하다 과연 이 영화의 제작비는 얼마였을지.. 좋은 배우들과 좋은소재를 별 의미없이 만들어버렸다",민주화 운동 대한 과연 영화 영화 제작비 스포 관람객 남자 주인공 스포 영화 민주화 운동 민주화 운동 광주 이유 만들다 영화,"민주화, 운동, 스포, 영화, 광주"
24016200,고스트버스터즈: 오싹한 뉴욕,"액션, 어드벤처",114 분,12세이상관람가,2024.04.17,고스트버스터즈 : 오싹한 뉴옥,예전 본 영화가 새록새록 생각나네요,아들과 재미있게 보았네요,아이들이랑 엄청 재미 있게 봤던 영화에요.,리뷰가 별로라는 말들이 많아서.. 기대감을 낮추고 봤는데.. 생각보다는 재미있어서 아이랑 즐겁게 관람했습니다.,62.64399999999999,고스트버스터즈 : 오싹한 뉴옥 예전 본 영화가 새록새록 생각나네요 아들과 재미있게 보았네요 아이들이랑 엄청 재미 있게 봤던 영화에요. 리뷰가 별로라는 말들이 많아서.. 기대감을 낮추고 봤는데.. 생각보다는 재미있어서 아이랑 즐겁게 관람했습니다.,고스트 버스터 오싹하다 오싹하다 뉴옥 생각나다 아들 새록새록 생각나다 오싹하다 생각나다 보다 영화 영화 리뷰 영화 별로,"오싹하다, 생각나다, 새록새록, 버스터, 뉴옥"
24016400,돌들이 말할 때까지,다큐멘터리,100 분,12세이상관람가,2024.04.17,"너무나 가슴 아픈 한국현대사의 비극입니다
슬픔과 분노, 원통함, 한맺힘의 정서가 상영관에 가득이었네요
부디 빠르고 속시원한, 
동시에 올바르고 정의로운 해결을 기원합니다",생존자들의 증언과 제주의 자연. 그 현격한 차이가 너무 아프다.,마음이 너무 아픕니다,같은 역사가 반복되지 않아야할텐데... 몇 번이나 반복되는 광경을 봐온 사람이라 보는 내내 착잡해진다,잊지말아야할 우리의 역사 그리고 악몽,60.78,"너무나 가슴 아픈 한국현대사의 비극입니다
슬픔과 분노, 원통함, 한맺힘의 정서가 상영관에 가득이었네요
부디 빠르고 속시원한, 
동시에 올바르고 정의로운 해결을 기원합니다 생존자들의 증언과 제주의 자연. 그 현격한 차이가 너무 아프다. 마음이 너무 아픕니다 같은 역사가 반복되지 않아야할텐데... 몇 번이나 반복되는 광경을 봐온 사람이라 보는 내내 착잡해진다 잊지말아야할 우리의 역사 그리고 악몽",한국 현대 사의 비극 이다 생존자 증언 아프다 한국 현대 사의 한국 현대 사의 기원 하다 생존자 비극 이다 슬픔 생존자 증언 제주 정의 해결 광경 보다,"생존자, 사의, 현대, 한국, 증언"
24016500,세월: 라이프 고즈 온,다큐멘터리,98 분,전체관람가,2024.03.27,벌써. 10주년. 세월은 흘러갑니다,세월 그후에도 삶은 계속 된다,그럼에도 살아가는 방법. 함께 애도하기 위하여.,국민들이 안전하게 보호받는 나라가 되었으면 좋겠다는 생각이 간절히 듭니다.,"변할 수 있을까, 나는 무엇을 해야 할까, 고민하게 하는 영화",53.202,"벌써. 10주년. 세월은 흘러갑니다 세월 그후에도 삶은 계속 된다 그럼에도 살아가는 방법. 함께 애도하기 위하여. 국민들이 안전하게 보호받는 나라가 되었으면 좋겠다는 생각이 간절히 듭니다. 변할 수 있을까, 나는 무엇을 해야 할까, 고민하게 하는 영화",벌써 주년 세월 흘러가다 고민 하다 하다 간절하다 듭니 그렇다 살아가다 살아가다 방법 흘러가다 세월 국민 안전하다 듭니 변하다 하다 영화,"듭니, 세월, 흘러가다, 살아가다, 주년"
24016600,라스트 썸머,드라마,103 분,청소년관람불가,2024.04.03,표현을 할려면 좀더 자극적으로,"프랑스드라마!남편과 입양한-어린두딸 키우며 사는청소년전문 변호사-안느,남편의 전처 아들-청년?테오가 함께 살게 되며~유혹,순간적 절제되지않은 욕망에 빠져~불편~이런영화 싫다~",이해 할 수 없는 스토리. 새엄마가 성적 매력이 있으면 사춘기 아들을 조심해라. 동물적인 사랑과 이성적인 사랑 사이에서 헤메는 여주를 이해하는 남편..프랑스판 막장 드라마,추락하는 것에는 날개가 있다.그 끝을 알면서도 달려가는,생각했던 것보다는 딱히 예술적이거나 임팩트가 없는 영화.,36.082,"표현을 할려면 좀더 자극적으로 프랑스드라마!남편과 입양한-어린두딸 키우며 사는청소년전문 변호사-안느,남편의 전처 아들-청년?테오가 함께 살게 되며~유혹,순간적 절제되지않은 욕망에 빠져~불편~이런영화 싫다~ 이해 할 수 없는 스토리. 새엄마가 성적 매력이 있으면 사춘기 아들을 조심해라. 동물적인 사랑과 이성적인 사랑 사이에서 헤메는 여주를 이해하는 남편..프랑스판 막장 드라마 추락하는 것에는 날개가 있다.그 끝을 알면서도 달려가는 생각했던 것보다는 딱히 예술적이거나 임팩트가 없는 영화.",동물 사랑 불편 영화 사랑 성적 영화 살다 청소년 전문 변호사 영화 싫다 프랑스 드라마 남편 키우다 살다 청소년 전문 남편 살다 청소년 전문,"전문, 청소년, 살다, 남편, 사랑"
24016700,잠행,"범죄, 액션",115 분,15세이상관람가,2024.03.27,가늘게 이어가고 있는 홍콩영화,아쉬움은 있지안 예전 홍콩 느와르물 정춰가 묻어나는..,간만에 보는 홍콩느와르,유덕화 아저씨 연기짱~~,아침부터 부지런히 갔는데 아쉬웠어요,45.15599999999999,가늘게 이어가고 있는 홍콩영화 아쉬움은 있지안 예전 홍콩 느와르물 정춰가 묻어나는.. 간만에 보는 홍콩느와르 유덕화 아저씨 연기짱~~ 아침부터 부지런히 갔는데 아쉬웠어요,홍콩 느와르 유덕화 보다 홍콩 느와르 홍콩영화 아쉬움 있다 홍콩영화 유덕화 아저씨 홍콩영화 홍콩 느와르 홍콩 느와르 아침 부지런하다 느와르 추다,"느와르, 홍콩, 홍콩영화, 유덕화, 부지런하다"
24016800,힙노시스: LP 커버의 전설,다큐멘터리,100 분,15세이상관람가,2024.05.01,전설적인 이들의 뒷얘기,잼씀!!근데  조금더 구체적으로 보고싶엇음!,"재밌었어요. 당시 음악은 잘 모르지만, 포토샵이 없던 시절 만들어낸 이미지들이 신기했네요. 한 시대, 한 영역에서 뛰어나게 활약했던 사람들의 흥망이야기이기.",놓치기 아까워서 밤 늦은 시간에 관람했고 그만한 가치가 있다,뒷이야기를 들으며 더욱 각인되는 것들,73.6,"전설적인 이들의 뒷얘기 잼씀!!근데  조금더 구체적으로 보고싶엇음! 재밌었어요. 당시 음악은 잘 모르지만, 포토샵이 없던 시절 만들어낸 이미지들이 신기했네요. 한 시대, 한 영역에서 뛰어나게 활약했던 사람들의 흥망이야기이기. 놓치기 아까워서 밤 늦은 시간에 관람했고 그만한 가치가 있다 뒷이야기를 들으며 더욱 각인되는 것들",전설 쓰다 얘기 시대 영역 음악 모르다 만들다 내다 이미지 그만하다 가치 얘기 쓰다 영역 뛰어나다,"얘기, 영역, 쓰다, 그만하다, 이미지"
24016900,잔 뒤 바리,드라마,116 분,15세이상관람가,2024.04.03,베르사유와 그 안의 의상들이 아름답다. 다만 주인공을 배척하는 인물들을 좀 유치하게 연출했다.,평탄한 느낌. 코미디적인 부분도 정적인 부분도,쟈니뎁 보러 갔다왔어요~,2024년 4월 9일 관람기록 저장,감독의 힘으로 주인공 역을 맡고... 실제 궁에서 촬영했나? 주인공의 사상을 좀더 풀었으면 좋았겠다.,63.65,베르사유와 그 안의 의상들이 아름답다. 다만 주인공을 배척하는 인물들을 좀 유치하게 연출했다. 평탄한 느낌. 코미디적인 부분도 정적인 부분도 쟈니뎁 보러 갔다왔어요~ 2024년 4월 9일 관람기록 저장 감독의 힘으로 주인공 역을 맡고... 실제 궁에서 촬영했나? 주인공의 사상을 좀더 풀었으면 좋았겠다.,주인공 사상 베르사유 의상 촬영 하다 주인공 인물 유치하다 주인공 배척 하다 주인공 저장 감독 배척 하다 인물 부분 정적,"주인공, 배척, 인물, 정적, 저장"
24017000,씬,공포(호러),102 분,15세이상관람가,2024.04.03,춤을 소재로 무속 악마 오컬트 표현한 영화,잘봤습니다.잘봤습니다,재미없다 없어 없네,잘 보고  왔습니다.,제가 바보라그런가 ㅎ이해가 안갔어요 그래도 연출은 소름돋고 작가 천재?,46.424,춤을 소재로 무속 악마 오컬트 표현한 영화 잘봤습니다.잘봤습니다 재미없다 없어 없네 잘 보고  왔습니다. 제가 바보라그런가 ㅎ이해가 안갔어요 그래도 연출은 소름돋고 작가 천재?,표현 영화 작가 천재 연출 오컬트 표현 바보 런가 소재 무속 악마 오컬트 영화 보다 바보 런가 이해 연출 소름 돋다,"오컬트, 바보, 런가, 표현, 연출"
24017100,브레이브 온 파이어,"드라마, 액션",80 분,12세이상관람가,2024.04.17,매우 재미있게 잘봤습니다. 배우들의 연기가 좋았습니다,그냥그냥 시간 때우기,산불 재난의 경각심을 일깨우고 가족애가 돋보인 영화였어요.,산림 화재 현장이  실감 나고 실화라서 더 몰입해서 봤습니다,위기 상황에서 서로 의지되는 가족이 있어서 다행이네요,49.876,매우 재미있게 잘봤습니다. 배우들의 연기가 좋았습니다 그냥그냥 시간 때우기 산불 재난의 경각심을 일깨우고 가족애가 돋보인 영화였어요. 산림 화재 현장이  실감 나고 실화라서 더 몰입해서 봤습니다 위기 상황에서 서로 의지되는 가족이 있어서 다행이네요,재난 각심 배우 연기 실화 몰입 하다 위기 상황 있다 다행 나다 실화 다행 상황 화재 현장 상황 서로,"상황, 다행, 실화, 각심, 위기"
24017200,다시 김대중-함께 합시다,다큐멘터리,84 분,12세이상관람가,2024.03.28,현대 한국사에 한 획을 그었던 한 인물의 이야기를 통해 어려서 잘 모르고 지나갔던 역사의 한 단면을 배웠다. 선거 전에 꼭 알아야겠기에.,기존 자료를 좀 안일하게 사용,아우야 이렇게 만들믄 쓰냐,그가 지금 다시 이 세상에 돌아온다면 대한민국은 바뀔가요?,선생께서 걱정하지 않으시게 4월10일...,52.996,현대 한국사에 한 획을 그었던 한 인물의 이야기를 통해 어려서 잘 모르고 지나갔던 역사의 한 단면을 배웠다. 선거 전에 꼭 알아야겠기에. 기존 자료를 좀 안일하게 사용 아우야 이렇게 만들믄 쓰냐 그가 지금 다시 이 세상에 돌아온다면 대한민국은 바뀔가요? 선생께서 걱정하지 않으시게 4월10일...,역사 단면 돌아오다 대한민국 세상 돌아오다 대한민국 바뀌다 지나가다 역사 대한민국 그었던 인물 돌아오다 인물 이야기 인물,"돌아오다, 대한민국, 인물, 역사, 바뀌다"
24017300,골드핑거,"범죄, 액션",126 분,15세이상관람가,2024.04.10,아주아주아주 절어뇨,뭐가 뭔지 모르겠음. 시간과 돈을 낭비함.,연기들이 너무 멋있엉어여,흠냐흠냐링잘모르겠어요,"양조위, 유덕화 '골드핑거'",49.69799999999999,"아주아주아주 절어뇨 뭐가 뭔지 모르겠음. 시간과 돈을 낭비함. 연기들이 너무 멋있엉어여 흠냐흠냐링잘모르겠어요 양조위, 유덕화 '골드핑거'",시간 아주 절어뇨 낭비하다 연기 연기 절어뇨 모르다 낭비하다 연기,"절어뇨, 낭비하다, 연기, 아주, 모르다"
24017400,[로열 발레] 마농,공연,165 분,전체관람가,2024.03.26,실험적인 시도가 돋보이는 걸작,정말 최고의 작품이었습니다!!~,눈과 귀가 즐거운 시간이었습니다,정말 최고의작품이었어요,스토리 춤 연기 무대 모두 최고,67.312,실험적인 시도가 돋보이는 걸작 정말 최고의 작품이었습니다!!~ 눈과 귀가 즐거운 시간이었습니다 정말 최고의작품이었어요 스토리 춤 연기 무대 모두 최고,실험 시도 연기 무대 실험 시도 돋보이다 무대 모두 귀가 즐겁다 모두 최고 즐겁다 시간 이다 걸작 정말 스토리 연기,"시도, 실험, 모두, 즐겁다, 무대"
24017500,키메라,드라마,131 분,12세이상관람가,2024.04.03,너무나 촘촘하고 치밀하게 세공된 장면들이 파노라마처럼··· 맞물리며 작동하는 바람에 내내 항복하는 마음으로 봤다.,"정해진 얼굴이 없는 남자 연기자ㆍ
의식보다 마음으로 보면서 따라가는 영화",아르투에게 마음이 많이 쓰인다,싱거운 듯 하면서 나름 재미있었다,N차하면 더 다른 느낌이에요,64.658,"너무나 촘촘하고 치밀하게 세공된 장면들이 파노라마처럼··· 맞물리며 작동하는 바람에 내내 항복하는 마음으로 봤다. 정해진 얼굴이 없는 남자 연기자ㆍ
의식보다 마음으로 보면서 따라가는 영화 아르투에게 마음이 많이 쓰인다 싱거운 듯 하면서 나름 재미있었다 N차하면 더 다른 느낌이에요",의식 마음 항복 하다 마음 마음 보다 싱겁다 하다 장면 파노라마 촘촘 아르 마음 의식 연기자 의식 촘촘 치밀하다,"마음, 의식, 촘촘, 싱겁다, 파노라마"
24017600,땅에 쓰는 시,다큐멘터리,113 분,전체관람가,2024.04.17,감동 그 자체였고 영화에 나오는 곳을 모두 가보고 싶어졌어요,이거보고 현대미술관 전시보러 갔더니 공짜로 틀어주고 있었음.. 그리고 작은관이라 그런지 시종일관 아줌마 아저씨들이 큰소리로 말하고 웃고 떠듬. 이 관은 다시는 안갈듯.,흥미롭게 잘 보아서 강추합니다,재밌게 잘 보았습니다 추천해요,재밌게 잘 보았습니다,49.974,감동 그 자체였고 영화에 나오는 곳을 모두 가보고 싶어졌어요 이거보고 현대미술관 전시보러 갔더니 공짜로 틀어주고 있었음.. 그리고 작은관이라 그런지 시종일관 아줌마 아저씨들이 큰소리로 말하고 웃고 떠듬. 이 관은 다시는 안갈듯. 흥미롭게 잘 보아서 강추합니다 재밌게 잘 보았습니다 추천해요 재밌게 잘 보았습니다,보고 현대 미술관 현대 미술관 전시 보다 현대 미술관 그렇다 시종일관 작다 그렇다 영화 나오다 시종일관 작다 보아 추하다 보다 추천 하다,"미술관, 현대, 시종일관, 작다, 그렇다"
24017700,고질라 X 콩: 뉴 엠파이어,"SF, 액션, 어드벤처",115 분,12세이상관람가,2024.03.27,초등아들이 고질라 보자해서 같이봤어요 스트레스풀림ㅋㅋ,액션씬은 볼만. 스토리는 조금 실망,뻔히 알면서도 보게 되는 그런 영화였음,웅장하고 아들이 매우 좋아했어요. 음악도 멋지고요!,최악의 영화 그 이상도 그 이하도 아니다,30.92,초등아들이 고질라 보자해서 같이봤어요 스트레스풀림ㅋㅋ 액션씬은 볼만. 스토리는 조금 실망 뻔히 알면서도 보게 되는 그런 영화였음 웅장하고 아들이 매우 좋아했어요. 음악도 멋지고요! 최악의 영화 그 이상도 그 이하도 아니다,이하 아니다 스토리 액션씬 아들 매우 이상 이하 웅장 아들 액션씬 스트레스 풀림 액션씬 아니다 초등 아들,"액션씬, 아들, 이하, 아니다, 풀림"
24018400,창가의 토토,애니메이션,113 분,전체관람가,2024.05.29,완벽했어요 창가의토토,토토의 보통기준의학교가 아닌 새로운세상을 열어준 참교실 참선생.우정에 눈물폭풍,시대가 일제강점기임을 보는 내내 떠올리지 않을 수 없었다,"제2차 세계대전 , 군국주의적 교육방식이 아닌 아이들의 자유로운 선택을 존중하는 교육 방식을 택한 도모에 학원 노력으로 동심을 지킨 평범한 일상",같이 나무 오를 때 참 좋더라구요.,45.104,"완벽했어요 창가의토토 토토의 보통기준의학교가 아닌 새로운세상을 열어준 참교실 참선생.우정에 눈물폭풍 시대가 일제강점기임을 보는 내내 떠올리지 않을 수 없었다 제2차 세계대전 , 군국주의적 교육방식이 아닌 아이들의 자유로운 선택을 존중하는 교육 방식을 택한 도모에 학원 노력으로 동심을 지킨 평범한 일상 같이 나무 오를 때 참 좋더라구요.",보통 기준 학교 아니다 아니다 새롭다 세상 군국 주의 교육 방식 일제강점기 보다 눈물 폭풍 시대 교육 방식 아니다 세계대전 군국 주의 선택 존중 하다 보통 기준 학교 존중 하다 교육,"교육, 군국, 보통, 기준, 아니다"
24018500,와일드 로봇,애니메이션,101 분,전체관람가,2024.10.01,그냥 가벼운 마음으로 보러갔다가 너무 감동적이어서 눈물 펑펑흫렸어요  지난날 아이들하고 그리고 지금 어른이 된 아이들과의 시간들이 다시 소중하게  다가왔어요,뻔한데 f라 눈물 줄줄 흘리며봄,감동적인 내용이였어요.,"감동 감동, 아이와 보기 좋은 영화",아름답고 사랑스러워,74.534,"그냥 가벼운 마음으로 보러갔다가 너무 감동적이어서 눈물 펑펑흫렸어요  지난날 아이들하고 그리고 지금 어른이 된 아이들과의 시간들이 다시 소중하게  다가왔어요 뻔한데 f라 눈물 줄줄 흘리며봄 감동적인 내용이였어요. 감동 감동, 아이와 보기 좋은 영화 아름답고 사랑스러워",어른 아이 아이 시간 감동 아이 아이 감동 아이 보기 영화 아름답다 감동 눈물 좋다 영화 감동,"아이, 감동, 어른, 눈물, 보기"
24019200,모르는 이야기,"드라마, 어드벤처, 판타지",75 분,12세이상관람가,2024.04.24,2024.05.03 모르는 이야기,정말 모르겠네요 무슨 얘길 하고 싶은건지,영화연출이 좋았습니다,정말 모르겠다 누구의 꿈이고 머리속이고 너는 누구고 나는 누구고,뭐가 뭔지 모르는 이야기,44.616,2024.05.03 모르는 이야기 정말 모르겠네요 무슨 얘길 하고 싶은건지 영화연출이 좋았습니다 정말 모르겠다 누구의 꿈이고 머리속이고 너는 누구고 나는 누구고 뭐가 뭔지 모르는 이야기,머리 모르다 누구 누구 모르다 머리 머리 누구,"머리, 누구, 모르다, 흔하다, 가관"
24019300,정순,드라마,104 분,15세이상관람가,2024.04.17,다큐멘터리를 보는 듯한 현실감,천천히 달아오르는 열기,정겹고 풋푹했던 gv^^,대한민국 독립영화의 퀄리티를 증명한 작품,살아감에 대하여...,61.364,다큐멘터리를 보는 듯한 현실감 천천히 달아오르는 열기 정겹고 풋푹했던 gv^^ 대한민국 독립영화의 퀄리티를 증명한 작품 살아감에 대하여...,대한민국 독립영화 대한민국 독립영화 퀄리티 증명 열기 정겹다 실감 독립영화 퀄리티 푹하다,"독립영화, 퀄리티, 대한민국, 증명, 푹하다"
24019600,퓨리오사: 매드맥스 사가,액션,148 분,15세이상관람가,2024.05.22,"원작만끔 재미있는 스핀오프~!!
어쩌면 본편을 잊게 만드는",이 시리즈는 끝나지 않아야 옳다,이 언니 멋있어요. 생존자의 포스. 정의로움. 세기말적 분위기 매드맥스 좋아하는 이유.,재미있게 관람했어요,기대를 많이 했는지 조금 아쉽지만 재미있게 봤어요,52.676,"원작만끔 재미있는 스핀오프~!!
어쩌면 본편을 잊게 만드는 이 시리즈는 끝나지 않아야 옳다 이 언니 멋있어요. 생존자의 포스. 정의로움. 세기말적 분위기 매드맥스 좋아하는 이유. 재미있게 관람했어요 기대를 많이 했는지 조금 아쉽지만 재미있게 봤어요",만들다 시리즈 시리즈 끝나다 잊다 만들다 시리즈 옳다 언니 언니 멋있다 만들다 언니 멋있다 생존자 세기말 분위기,"언니, 시리즈, 멋있다, 만들다, 세기말"
24019800,올 더 네임즈 오브 갓,"드라마, 액션",105 분,12세이상관람가,2024.04.17,리메이크 영화라고 하던데 스페인 영화에 대한 추억을 얼마 없는 나에게는 배우들은 친근하게 다가왔다. 자칫 이슬람에 대한 오해가 있을수는 있겠으나 그들 역시 누군가의 소중한 가족이다,인상적인 영화였습니다,뻔한 내용이지만 킬링용으로는 충분,재미 없음 재미없음답답,"긴박상황 협력대응이 돋보이고, 생존가치와 가족애를 되새기게 한다.",63.242,"리메이크 영화라고 하던데 스페인 영화에 대한 추억을 얼마 없는 나에게는 배우들은 친근하게 다가왔다. 자칫 이슬람에 대한 오해가 있을수는 있겠으나 그들 역시 누군가의 소중한 가족이다 인상적인 영화였습니다 뻔한 내용이지만 킬링용으로는 충분 재미 없음 재미없음답답 긴박상황 협력대응이 돋보이고, 생존가치와 가족애를 되새기게 한다.",생존 가치 가족 돋보이다 생존 가치 생존 가치 긴박 상황 협력 대응 누군가 소중하다 역시 누군가 리메이크 영화 영화 대한 재미없다 답답 긴박 상황 스페인 영화,"생존, 가치, 긴박, 누군가, 상황"
